gene,drug_class,coverage,matching_kmers,total_kmers,biosample_id
blaTEM-187_1_HM246246,beta-lactam,0.849,1406,1656,54459737
blaTEM-188_1_JN211012,beta-lactam,0.922,1532,1662,54459737
blaTEM-189_1_JN254627,beta-lactam,0.806,1340,1662,54459737
blaTEM-190_1_JN416112,beta-lactam,0.888,1476,1662,54459737
blaTEM-193_1_JN935135,beta-lactam,0.741,1232,1662,54459737
blaTEM-194_1_JN935136,beta-lactam,0.621,1032,1662,54459737
blaTEM-195_1_JN935137,beta-lactam,0.786,1306,1662,54459737
blaTEM-197_1_HQ877606,beta-lactam,0.763,1268,1662,54459737
blaTEM-198_1_AB700703,beta-lactam,0.792,1316,1662,54459737
blaTEM-201_1_JX310327,beta-lactam,0.755,1254,1662,54459737
blaTEM-205_1_KC900516,beta-lactam,0.775,1288,1662,54459737
blaTEM-206_1_KC783461,beta-lactam,0.821,1364,1662,54459737
blaTEM-207_1_KC818234,beta-lactam,0.821,1364,1662,54459737
blaTEM-208_1_KC865667,beta-lactam,0.792,1316,1662,54459737
blaTEM-209_1_KF240808,beta-lactam,0.824,1370,1662,54459737
blaTEM-211_1_KF513179,beta-lactam,0.801,1332,1662,54459737
blaADC-25_1_EF016355,beta-lactam,0.472,1060,2244,54459737
blaOXA-545_1_KY674541,beta-lactam,0.396,629,1590,54459737
blaOXA-556_1_KY126231,beta-lactam,0.302,480,1590,54459737
blaOXA-557_1_KY126232,beta-lactam,0.383,609,1590,54459737
blaOXA-565_1_KY883665,beta-lactam,0.356,564,1584,54459737
blaOXA-315_1_KF057032,beta-lactam,0.376,598,1590,54459737
blaOXA-316_1_KF057033,beta-lactam,0.366,582,1590,54459737
blaOXA-260_1_APOR01000009,beta-lactam,0.489,778,1590,54459737
blaOXA-102_1_NZ_LWGP01000001,beta-lactam,0.319,505,1584,54459737
blaOXA-103_1_APQF01000011,beta-lactam,0.379,600,1584,54459737
blaTEM-52_1_Y13612,beta-lactam,0.763,1268,1662,54459737
blaTEM-40_1_FR717535,beta-lactam,0.851,1414,1662,54459737
blaTEM-36_1_KY305958,beta-lactam,0.755,1254,1662,54459737
blaTEM-35_1_KP860986,beta-lactam,0.755,1254,1662,54459737
blaTEM-32_1_CXLQ01000061,beta-lactam,0.813,1352,1662,54459737
blaTEM-26_1_LDCJ01000052,beta-lactam,0.801,1332,1662,54459737
blaTEM-19_1_JX042489,beta-lactam,0.963,1600,1662,54459737
blaTEM-9_1_KY271103,beta-lactam,0.851,1414,1662,54459737
blaTEM-4_1_LK391770,beta-lactam,0.851,1414,1662,54459737
blaTEM-169_1_KP012538,beta-lactam,0.798,1326,1662,54459737
blaTEM-144_1_AM049400,beta-lactam,0.807,1342,1662,54459737
blaTEM-129_1_AJ746225,beta-lactam,0.866,1440,1662,54459737
blaTEM-128_1_AY368237,beta-lactam,0.818,1360,1662,54459737
blaTEM-181_1_KM977568,beta-lactam,0.813,1352,1662,54459737
blaTEM-191_1_KY432484,beta-lactam,0.963,1600,1662,54459737
blaTEM-196_1_JQ034306,beta-lactam,0.792,1316,1662,54459737
blaTEM-210_1_KJ484630,beta-lactam,0.791,1314,1662,54459737
blaTEM-212_1_KF481968,beta-lactam,0.963,1600,1662,54459737
blaTEM-213_1_LJEE02000034,beta-lactam,0.792,1316,1662,54459737
blaTEM-214_1_KP050491,beta-lactam,0.813,1352,1662,54459737
blaTEM-215_1_KP050492,beta-lactam,0.803,1334,1662,54459737
blaTEM-216_1_KF944358,beta-lactam,0.801,1332,1662,54459737
blaTEM-217_1_HG934763,beta-lactam,0.792,1316,1662,54459737
blaTEM-219_1_KM114268,beta-lactam,0.792,1316,1662,54459737
blaTEM-220_1_KM998962,beta-lactam,0.782,1300,1662,54459737
blaTEM-224_1_KU664545,beta-lactam,0.839,1394,1662,54459737
blaTEM-225_1_KY432403,beta-lactam,0.763,1268,1662,54459737
blaTEM-226_1_KY646301,beta-lactam,0.741,1232,1662,54459737
blaTEM-227_1_KY418040,beta-lactam,0.822,1366,1662,54459737
blaTEM-229_1_MG821356,beta-lactam,0.757,1258,1662,54459737
blaTEM-230_1_MG821377,beta-lactam,0.768,1276,1662,54459737
blaTEM-231_1_MG821378,beta-lactam,0.813,1352,1662,54459737
blaTEM-232_1_MH079593,beta-lactam,0.78,1296,1662,54459737
blaTEM-233_1_MH270416,beta-lactam,0.714,1186,1662,54459737
blaTEM-234_1_MH243353,beta-lactam,0.792,1316,1662,54459737
tet(B)_1_AP000342,tetracycline,0.497,1170,2352,54459737
tet(B)_2_AF326777,tetracycline,0.484,1139,2352,54459737
tet(B)_3_AJ277653,tetracycline,0.445,1046,2352,54459737
lsa(A)_1_AY225127,macrolide,0.693,2034,2934,54497633
lsa(A)_3_AY737526,macrolide,0.757,2220,2934,54497633
tet(M)_1_X92947,tetracycline,1.0,3780,3780,54497633
tet(M)_2_X90939,tetracycline,0.57,2154,3780,54497633
tet(M)_3_U08812,tetracycline,0.827,3126,3780,54497633
tet(M)_4_X75073,tetracycline,0.859,3248,3780,54497633
tet(M)_5_U58985,tetracycline,0.877,3316,3780,54497633
tet(M)_6_M21136,tetracycline,0.727,2748,3780,54497633
tet(M)_7_FN433596,tetracycline,0.744,2812,3780,54497633
tet(M)_8_X04388,tetracycline,0.342,1294,3780,54497633
tet(M)_9_X56353,tetracycline,0.949,3586,3780,54497633
tet(M)_10_EU182585,tetracycline,0.404,1526,3780,54497633
tet(M)_11_JN846696,tetracycline,0.393,1484,3780,54497633
tet(M)_12_FR671418,tetracycline,0.59,2230,3780,54497633
tet(M)_13_AM990992,tetracycline,0.948,3584,3780,54497633
tet(S/M)_1_HM367711,tetracycline,0.856,3260,3810,54497633
aac(6')-29b_1_AF263519,aminoglycoside,1.0,636,636,54456481
aac(6')-29a_1_AF263519,aminoglycoside,1.0,636,636,54456481
aph(3')-IIb_2_CP006832,aminoglycoside,0.798,1240,1554,54456481
aph(3')-IIb_1_X90856,aminoglycoside,0.557,866,1554,54456481
blaOXA-395_1_AY306133,beta-lactam,0.5,759,1518,54456481
blaOXA-396_1_AY306134,beta-lactam,0.343,521,1518,54456481
blaOXA-485_1_LLNM01000004,beta-lactam,0.327,496,1518,54456481
blaOXA-486_1_AY597426,beta-lactam,0.302,459,1518,54456481
blaOXA-488_1_CP017969,beta-lactam,0.319,484,1518,54456481
blaOXA-494_1_AY597430,beta-lactam,0.325,494,1518,54456481
blaOXA-50_1_AY306130,beta-lactam,0.366,556,1518,54456481
blaPAO_1_AY083595,beta-lactam,0.426,992,2328,54456481
blaPAO_2_FJ666065,beta-lactam,0.413,961,2328,54456481
blaPAO_3_FJ666073,beta-lactam,0.407,947,2328,54456481
blaPAO_4_AY083592,beta-lactam,0.427,993,2328,54456481
blaVIM-1_1_Y18050,beta-lactam,0.31,478,1542,54456481
blaVIM-2_1_AF302086,beta-lactam,1.0,1542,1542,54456481
blaVIM-3_1_AF300454,beta-lactam,0.92,1418,1542,54456481
blaVIM-4_1_EU581706,beta-lactam,0.326,502,1542,54456481
blaVIM-6_1_AY165025,beta-lactam,0.92,1418,1542,54456481
blaVIM-8_1_AY524987,beta-lactam,0.879,1356,1542,54456481
blaVIM-9_1_AY524988,beta-lactam,0.96,1480,1542,54456481
blaVIM-10_1_AY524989,beta-lactam,0.96,1480,1542,54456481
blaVIM-11_1_AY605049,beta-lactam,0.96,1480,1542,54456481
blaVIM-12_1_DQ143913,beta-lactam,0.485,748,1542,54456481
blaVIM-14_1_FJ445404,beta-lactam,0.326,502,1542,54456481
blaVIM-15_1_EU419745,beta-lactam,0.96,1480,1542,54456481
blaVIM-16_1_EU419746,beta-lactam,0.96,1480,1542,54456481
blaVIM-17_1_EU118148,beta-lactam,0.96,1480,1542,54456481
blaVIM-18_1_AM778091,beta-lactam,0.92,1396,1518,54456481
blaVIM-19_1_FJ499397,beta-lactam,0.326,502,1542,54456481
blaVIM-20_1_GQ414736,beta-lactam,0.96,1480,1542,54456481
blaVIM-23_1_GQ242167,beta-lactam,0.96,1480,1542,54456481
blaVIM-24_1_HM855205,beta-lactam,0.96,1480,1542,54456481
blaVIM-25_1_HM750249,beta-lactam,0.363,560,1542,54456481
blaVIM-26_1_FR748153,beta-lactam,0.31,478,1542,54456481
blaVIM-28_1_JF900599,beta-lactam,0.324,500,1542,54456481
blaVIM-29_1_JX311308,beta-lactam,0.31,478,1542,54456481
blaVIM-30_1_JN129451,beta-lactam,0.96,1480,1542,54456481
blaVIM-31_1_JN982330,beta-lactam,0.92,1418,1542,54456481
blaVIM-32_1_JN676230,beta-lactam,0.31,478,1542,54456481
blaVIM-33_1_JX258134,beta-lactam,0.31,478,1542,54456481
blaVIM-36_1_JX982635,beta-lactam,0.96,1480,1542,54456481
blaVIM-46_1_KP749829,beta-lactam,0.947,1460,1542,54456481
blaVIM-45_1_KP681695,beta-lactam,0.96,1480,1542,54456481
blaVIM-44_1_KP681696,beta-lactam,0.92,1418,1542,54456481
blaVIM-43_1_KP096412,beta-lactam,0.326,502,1542,54456481
blaVIM-42_1_KP071470,beta-lactam,0.329,508,1542,54456481
blaVIM-41_1_KP771862,beta-lactam,0.96,1480,1542,54456481
blaVIM-40_1_HG934765,beta-lactam,0.318,490,1542,54456481
blaVIM-39_1_KF131539,beta-lactam,0.31,478,1542,54456481
blaVIM-54_1_KY508061,beta-lactam,0.326,502,1542,54456481
blaVIM-52_1_KX349731,beta-lactam,0.31,478,1542,54456481
blaVIM-51_1_KU746270,beta-lactam,0.96,1480,1542,54456481
blaVIM-50_1_KU663375,beta-lactam,0.92,1418,1542,54456481
blaVIM-48_1_KY362199,beta-lactam,0.954,1488,1560,54456481
blaVIM-57_1_MH450217,beta-lactam,0.309,476,1542,54456481
blaVIM-56_1_MG834535,beta-lactam,0.947,1460,1542,54456481
catB7_1_AF036933,phenicol,0.883,1076,1218,54456481
sul1_2_U12338,sulfonamide,1.0,1620,1620,54456481
sul1_3_EU855787,sulfonamide,0.962,1558,1620,54456481
sul1_5_EU780013,sulfonamide,0.963,1612,1674,54456481
sul1_7_FJ715937,sulfonamide,0.923,1496,1620,54456481
sul1_8_JN581942,sulfonamide,0.962,1552,1614,54456481
sul1_9_AY963803,sulfonamide,0.983,1616,1644,54456481
sul1_10_DQ143913,sulfonamide,0.961,1540,1602,54456481
sul1_11_DQ914960,sulfonamide,0.926,1578,1704,54456481
sul1_14_AJ517791,sulfonamide,0.867,1404,1620,54456481
sul1_15_EF667294,sulfonamide,0.962,1558,1620,54456481
sul1_17_AM746675,sulfonamide,0.962,1558,1620,54456481
sul1_18_AY260546,sulfonamide,0.962,1558,1620,54456481
sul1_19_DQ125241,sulfonamide,0.962,1558,1620,54456481
sul1_20_JF262165,sulfonamide,0.962,1558,1620,54456481
sul1_21_AJ971344,sulfonamide,0.923,1496,1620,54456481
sul1_22_AY115475,sulfonamide,0.957,1550,1620,54456481
sul1_23_AJ621187,sulfonamide,0.885,1434,1620,54456481
sul1_24_EU117158,sulfonamide,0.962,1558,1620,54456481
sul1_25_AY878717,sulfonamide,0.962,1558,1620,54456481
sul1_26_AY524415,sulfonamide,0.962,1558,1620,54456481
sul1_27_GU562437,sulfonamide,0.962,1558,1620,54456481
sul1_28_JN790946,sulfonamide,0.927,1502,1620,54456481
sul1_29_AJ746361,sulfonamide,0.962,1558,1620,54456481
sul1_30_JF262178,sulfonamide,0.962,1558,1620,54456481
sul1_31_AM040449,sulfonamide,0.962,1558,1620,54456481
sul1_32_EF592571,sulfonamide,0.89,1442,1620,54456481
sul1_33_AJ564903,sulfonamide,0.962,1558,1620,54456481
sul1_34_AY047357,sulfonamide,0.855,1406,1644,54456481
sul1_35_AB281182,sulfonamide,0.888,1460,1644,54456481
sul1_38_BX248359,sulfonamide,0.945,1554,1644,54456481
sul1_39_AY522923,sulfonamide,0.99,1580,1596,54456481
sul1_36_X15024,sulfonamide,0.962,1558,1620,54456481
sul1_37_AF188331,sulfonamide,0.84,1360,1620,54456481
aph(6)-Id_1_M28829,aminoglycoside,0.5,807,1614,54768358
aph(6)-Id_3_AB109805,aminoglycoside,0.462,745,1614,54768358
aph(6)-Id_4_CP000971,aminoglycoside,0.481,770,1602,54768358
aph(6)-Id_5_18676889,aminoglycoside,0.481,776,1614,54768358
aph(3'')-Ib_1_M28829,aminoglycoside,0.458,709,1548,54768358
aph(3'')-Ib_3_AF321550,aminoglycoside,0.48,743,1548,54768358
aph(3'')-Ib_4_AF313472,aminoglycoside,0.48,743,1548,54768358
armA_1_AY220558,aminoglycoside,0.5,744,1488,54768358
aph(3'')-Ib_2_AF024602,aminoglycoside,0.499,773,1548,54768358
aph(3'')-Ib_5_AF321551,aminoglycoside,0.48,743,1548,54768358
aph(6)-Id_2_AF024602,aminoglycoside,0.481,776,1614,54768358
blaOXA-336_1_KF048907,beta-lactam,0.481,764,1590,54768358
blaOXA-338_1_KF048909,beta-lactam,0.304,483,1590,54768358
blaOXA-342_1_KF048915,beta-lactam,0.336,534,1590,54768358
blaOXA-343_1_KF048916,beta-lactam,0.37,588,1590,54768358
blaOXA-344_1_KF048917,beta-lactam,0.306,487,1590,54768358
blaOXA-345_1_KF048918,beta-lactam,0.367,583,1590,54768358
blaOXA-366_1_KP050485,beta-lactam,0.48,761,1584,54768358
blaOXA-375_1_KF986256,beta-lactam,0.375,597,1590,54768358
blaOXA-381_1_KJ135344,beta-lactam,0.304,483,1590,54768358
blaOXA-382_1_KJ135345,beta-lactam,0.306,487,1590,54768358
blaOXA-383_1_KF986262,beta-lactam,0.32,509,1590,54768358
blaOXA-398_1_KM087842,beta-lactam,0.48,761,1584,54768358
blaOXA-403_1_KJ920337,beta-lactam,0.316,502,1590,54768358
blaOXA-422_1_KM433671,beta-lactam,0.48,761,1584,54768358
blaOXA-423_1_KM433672,beta-lactam,0.461,730,1584,54768358
blaOXA-425_1_KM588353,beta-lactam,0.461,733,1590,54768358
blaOXA-435_1_KP144324,beta-lactam,0.48,761,1584,54768358
blaOXA-440_1_KP727574,beta-lactam,0.48,761,1584,54768358
blaOXA-480_1_KR872296,beta-lactam,0.486,773,1590,54768358
blaOXA-482_1_KP264124,beta-lactam,0.48,761,1584,54768358
blaOXA-483_1_KP264125,beta-lactam,0.48,761,1584,54768358
blaOXA-507_1_KU551305,beta-lactam,0.321,510,1590,54768358
blaOXA-508_1_KU596972,beta-lactam,0.492,782,1590,54768358
blaOXA-510_1_JX865393,beta-lactam,0.301,478,1590,54768358
blaOXA-511_1_KU710720,beta-lactam,0.387,616,1590,54768358
blaOXA-516_1_KU871391,beta-lactam,0.311,494,1590,54768358
blaOXA-521_1_KX462701,beta-lactam,0.376,598,1590,54768358
blaOXA-525_1_KX599406,beta-lactam,0.461,733,1590,54768358
blaOXA-536_1_KX859240,beta-lactam,0.481,764,1590,54768358
blaOXA-23_1_AY795964,beta-lactam,0.5,792,1584,54768358
blaOXA-27_1_AF201828,beta-lactam,0.441,699,1584,54768358
blaOXA-49_1_AY288523,beta-lactam,0.462,734,1590,54768358
blaOXA-64_1_AY750907,beta-lactam,0.308,489,1590,54768358
blaOXA-65_1_AY750908,beta-lactam,0.454,722,1590,54768358
blaOXA-66_1_AY750909,beta-lactam,0.5,795,1590,54768358
blaOXA-69_1_AY859527,beta-lactam,0.321,510,1590,54768358
blaOXA-73_1_AY762325,beta-lactam,0.48,761,1584,54768358
blaOXA-76_1_AY949203,beta-lactam,0.489,777,1590,54768358
blaOXA-79_1_EU019534,beta-lactam,0.481,764,1590,54768358
blaOXA-80_1_EU019535,beta-lactam,0.481,764,1590,54768358
blaOXA-82_1_DQ987479,beta-lactam,0.481,764,1590,54768358
blaOXA-83_1_DQ309277,beta-lactam,0.481,764,1590,54768358
blaOXA-84_1_DQ309276,beta-lactam,0.461,733,1590,54768358
blaOXA-88_1_DQ392963,beta-lactam,0.425,676,1590,54768358
blaOXA-90_1_EU547443,beta-lactam,0.397,631,1590,54768358
blaOXA-92_1_DQ335566,beta-lactam,0.301,479,1590,54768358
blaOXA-94_1_DQ519088,beta-lactam,0.377,599,1590,54768358
blaOXA-95_1_DQ519089,beta-lactam,0.393,625,1590,54768358
blaOXA-106_1_EF650032,beta-lactam,0.316,502,1590,54768358
blaOXA-107_1_LAVJ01000082,beta-lactam,0.313,498,1590,54768358
blaOXA-108_1_EF650034,beta-lactam,0.367,584,1590,54768358
blaOXA-109_1_EF650035,beta-lactam,0.481,764,1590,54768358
blaOXA-110_1_EF650036,beta-lactam,0.321,510,1590,54768358
blaOXA-112_1_EF650038,beta-lactam,0.301,479,1590,54768358
blaOXA-115_1_EU029998,beta-lactam,0.461,733,1590,54768358
blaOXA-120_1_EU255289,beta-lactam,0.317,504,1590,54768358
blaOXA-126_1_EU255295,beta-lactam,0.367,584,1590,54768358
blaOXA-127_1_EU255296,beta-lactam,0.481,764,1590,54768358
blaOXA-130_1_EU547445,beta-lactam,0.387,615,1590,54768358
blaOXA-131_1_EU547446,beta-lactam,0.461,733,1590,54768358
blaOXA-138_1_EU670845,beta-lactam,0.471,749,1590,54768358
blaOXA-146_1_FJ194494,beta-lactam,0.481,765,1590,54768358
blaOXA-165_1_HM488986,beta-lactam,0.48,761,1584,54768358
blaOXA-166_1_HM488987,beta-lactam,0.48,761,1584,54768358
blaOXA-167_1_HM488988,beta-lactam,0.48,761,1584,54768358
blaOXA-168_1_HM488989,beta-lactam,0.48,761,1584,54768358
blaOXA-169_1_HM488990,beta-lactam,0.48,761,1584,54768358
blaOXA-170_1_HM488991,beta-lactam,0.48,761,1584,54768358
blaOXA-171_1_HM488992,beta-lactam,0.48,761,1584,54768358
blaOXA-172_1_HM113558,beta-lactam,0.461,733,1590,54768358
blaOXA-173_1_HM113559,beta-lactam,0.453,721,1590,54768358
blaOXA-174_1_HM113560,beta-lactam,0.469,746,1590,54768358
blaOXA-175_1_HM113561,beta-lactam,0.461,733,1590,54768358
blaOXA-176_1_HM113562,beta-lactam,0.461,733,1590,54768358
blaOXA-177_1_HM113563,beta-lactam,0.461,733,1590,54768358
blaOXA-178_1_HM113564,beta-lactam,0.461,733,1590,54768358
blaOXA-180_1_HM570036,beta-lactam,0.31,493,1590,54768358
blaOXA-194_1_HQ425492,beta-lactam,0.467,743,1590,54768358
blaOXA-195_1_HQ425493,beta-lactam,0.417,663,1590,54768358
blaOXA-196_1_HQ425494,beta-lactam,0.455,723,1590,54768358
blaOXA-197_1_HQ425495,beta-lactam,0.448,712,1590,54768358
blaOXA-200_1_HQ734811,beta-lactam,0.372,592,1590,54768358
blaOXA-201_1_HQ734812,beta-lactam,0.461,733,1590,54768358
blaOXA-202_1_HQ734813,beta-lactam,0.481,764,1590,54768358
blaOXA-206_1_AB634250,beta-lactam,0.481,764,1590,54768358
blaOXA-225_1_JN638887,beta-lactam,0.48,761,1584,54768358
blaOXA-234_1_NG_050607,beta-lactam,0.481,764,1590,54768358
blaOXA-239_1_JQ837239,beta-lactam,0.455,721,1584,54768358
blaOXA-248_1_HE963769,beta-lactam,0.321,510,1590,54768358
blaOXA-249_1_HE963770,beta-lactam,0.367,584,1590,54768358
blaOXA-250_1_HE963771,beta-lactam,0.303,481,1590,54768358
blaOXA-254_1_AB781687,beta-lactam,0.481,764,1590,54768358
blaOXA-371_1_AB871653,beta-lactam,0.301,479,1590,54768358
blaADC-25_1_EF016355,beta-lactam,0.472,1060,2244,54768358
blaOXA-545_1_KY674541,beta-lactam,0.396,629,1590,54768358
blaOXA-556_1_KY126231,beta-lactam,0.302,480,1590,54768358
blaOXA-557_1_KY126232,beta-lactam,0.383,609,1590,54768358
blaOXA-565_1_KY883665,beta-lactam,0.333,528,1584,54768358
blaOXA-315_1_KF057032,beta-lactam,0.376,598,1590,54768358
blaOXA-316_1_KF057033,beta-lactam,0.366,582,1590,54768358
blaOXA-260_1_APOR01000009,beta-lactam,0.489,778,1590,54768358
blaOXA-103_1_APQF01000011,beta-lactam,0.336,533,1584,54768358
msr(E)_1_FR751518,macrolide,0.5,1446,2892,54768358
mph(E)_1_DQ839391,macrolide,0.5,855,1710,54768358
mph(E)_2_JF769133,macrolide,0.482,824,1710,54768358
sul2_1_AF542061,sulfonamide,0.943,1482,1572,54768358
sul2_2_AY034138,sulfonamide,1.0,1572,1572,54768358
sul2_3_HQ840942,sulfonamide,0.889,1398,1572,54768358
sul2_5_AY524415,sulfonamide,0.692,1088,1572,54768358
sul2_6_FN995456,sulfonamide,0.921,1448,1572,54768358
sul2_7_HM486907,sulfonamide,0.917,1508,1644,54768358
sul2_8_AJ877041,sulfonamide,0.917,1508,1644,54768358
sul2_9_FJ197818,sulfonamide,0.955,1570,1644,54768358
sul2_10_AM183225,sulfonamide,0.921,1454,1578,54768358
sul2_11_AY232670,sulfonamide,0.961,1510,1572,54768358
sul2_12_AF497970,sulfonamide,0.961,1510,1572,54768358
sul2_13_AJ289135,sulfonamide,0.959,1508,1572,54768358
sul2_14_AJ514834,sulfonamide,0.986,1556,1578,54768358
sul2_15_FJ968160,sulfonamide,0.961,1510,1572,54768358
sul2_17_U57647,sulfonamide,0.961,1510,1572,54768358
sul2_18_AJ830714,sulfonamide,0.961,1510,1572,54768358
sul2_19_AJ319822,sulfonamide,0.961,1510,1572,54768358
sul2_20_AJ830710,sulfonamide,0.961,1510,1572,54768358
sul2_21_AB366440,sulfonamide,0.889,1398,1572,54768358
tet(B)_1_AP000342,tetracycline,0.995,2340,2352,54768358
tet(B)_2_AF326777,tetracycline,0.969,2278,2352,54768358
tet(B)_3_AJ277653,tetracycline,0.889,2092,2352,54768358
ant(3'')-Ia_1_X02340,aminoglycoside,0.846,1593,1884,54799606
aadA1_2_FJ591054,aminoglycoside,0.757,1154,1524,54799606
aadA1_3_JQ414041,aminoglycoside,0.913,1391,1524,54799606
aadA1b_1_M95287,aminoglycoside,0.783,1194,1524,54799606
aadA1_4_JQ480156,aminoglycoside,0.979,1486,1518,54799606
aadA1_5_JX185132,aminoglycoside,0.906,1380,1524,54799606
aadA12_1_AY665771,aminoglycoside,0.588,896,1524,54799606
aadA15_1_DQ393783,aminoglycoside,0.655,998,1524,54799606
aadA17_1_FJ460181,aminoglycoside,0.466,710,1524,54799606
aadA21_1_AY171244,aminoglycoside,0.715,1090,1524,54799606
aadA22_1_AM261837,aminoglycoside,0.741,1130,1524,54799606
aadA23_1_AJ809407,aminoglycoside,0.728,1092,1500,54799606
aadA24_1_DQ677333,aminoglycoside,0.869,1303,1500,54799606
blaOXA-392_1_AB901044,beta-lactam,0.567,908,1602,54799606
blaOXA-534_1_KX714285,beta-lactam,0.961,1540,1602,54799606
blaOXA-1_1_HQ170510,beta-lactam,1.0,1602,1602,54799606
blaOXA-4_1_AY162283,beta-lactam,0.923,1478,1602,54799606
blaOXA-31_1_AF294653,beta-lactam,0.884,1416,1602,54799606
blaOXA-47_1_AY237830,beta-lactam,0.528,846,1602,54799606
blaOXA-224_1_JN412067,beta-lactam,0.909,1456,1602,54799606
blaOXA-320_1_KF151169,beta-lactam,0.961,1540,1602,54799606
catA1_1_V00622,phenicol,0.951,1198,1260,54799606
tet(B)_1_AP000342,tetracycline,0.477,1121,2352,54799606
tet(B)_2_AF326777,tetracycline,0.487,1145,2352,54799606
tet(B)_3_AJ277653,tetracycline,0.424,997,2352,54799606
dfrA1_1_FJ591049,trimethoprim,0.93,826,888,54799606
dfrA1_2_HM055363,trimethoprim,0.878,780,888,54799606
dfrA1_3_GU726913,trimethoprim,0.973,864,888,54799606
dfrA1_4_AB188271,trimethoprim,0.93,826,888,54799606
dfrA1_5_EU089668,trimethoprim,0.863,766,888,54799606
dfrA1_6_FJ215857,trimethoprim,0.851,756,888,54799606
dfrA1_7_AJ400733,trimethoprim,0.877,826,942,54799606
dfrA1_8_X00926,trimethoprim,1.0,888,888,54799606
dfrA1_9_AJ238350,trimethoprim,0.863,766,888,54799606
dfrA1_10_AF203818,trimethoprim,0.86,764,888,54799606
dfrA1_11_AJ419168,trimethoprim,0.775,688,888,54799606
dfrA1_12_AY141977,trimethoprim,0.93,826,888,54799606
dfrA1_13_DQ018382,trimethoprim,0.86,764,888,54799606
dfrA1_14_AB199789,trimethoprim,0.93,826,888,54799606
dfrA1_15_FM207631,trimethoprim,0.93,826,888,54799606
dfrA1_16_FJ001872,trimethoprim,0.93,826,888,54799606
dfrA1_17_FJ489928,trimethoprim,0.883,784,888,54799606
aph(3')-IIIa_1_AF330699,aminoglycoside,0.959,1468,1530,54803062
aph(3')-IIIa_2_AJ490186,aminoglycoside,0.959,1468,1530,54803062
aph(3')-IIIa_3_AB247327,aminoglycoside,0.852,1304,1530,54803062
aph(3')-III_1_M26832,aminoglycoside,1.0,1530,1530,54803062
erm(B)_1_JN899585,macrolide,0.912,1292,1416,54803062
erm(B)_2_K00551,macrolide,0.773,1094,1416,54803062
erm(B)_6_AF242872,macrolide,0.812,1164,1434,54803062
erm(B)_9_AF299292,macrolide,0.91,1288,1416,54803062
erm(B)_10_U86375,macrolide,0.866,1226,1416,54803062
erm(B)_11_M19270,macrolide,0.823,1166,1416,54803062
erm(B)_12_U18931,macrolide,0.956,1354,1416,54803062
erm(B)_15_U48430,macrolide,0.761,1100,1446,54803062
erm(B)_18_X66468,macrolide,0.813,1190,1464,54803062
erm(B)_20_AF109075,macrolide,0.708,1002,1416,54803062
erm(B)_21_U35228,macrolide,0.822,1164,1416,54803062
lsa(A)_1_AY225127,macrolide,0.414,1216,2934,54803062
lsa(A)_3_AY737526,macrolide,0.381,1119,2934,54803062
erm(B)_22_X52632,macrolide,0.866,1226,1416,54803062
erm(B)_26_AF080450,macrolide,0.804,1162,1446,54803062
erm(B)_23_X72021,macrolide,0.825,1168,1416,54803062
tet(M)_1_X92947,tetracycline,0.301,1139,3780,54803062
tet(M)_3_U08812,tetracycline,0.303,1147,3780,54803062
tet(M)_4_X75073,tetracycline,0.31,1172,3780,54803062
tet(M)_5_U58985,tetracycline,0.321,1212,3780,54803062
tet(L)_2_M29725,tetracycline,0.5,1347,2694,54803062
tet(L)_3_M11036,tetracycline,0.477,1284,2694,54803062
tet(L)_4_D00006,tetracycline,0.488,1316,2694,54803062
tet(L)_7_X60828,tetracycline,0.413,1113,2694,54803062
tet(L)_8_AY081910,tetracycline,0.488,1316,2694,54803062
tet(L)_9_CP068241,tetracycline,0.488,1316,2694,54803062
dfrG_1_AB205645,trimethoprim,0.5,468,936,54803062
blaOXA-336_1_KF048907,beta-lactam,0.374,594,1590,54459754
blaOXA-338_1_KF048909,beta-lactam,0.343,545,1590,54459754
blaOXA-339_1_KF048911,beta-lactam,0.327,520,1590,54459754
blaOXA-342_1_KF048915,beta-lactam,0.358,569,1590,54459754
blaOXA-343_1_KF048916,beta-lactam,0.384,610,1590,54459754
blaOXA-344_1_KF048917,beta-lactam,0.354,563,1590,54459754
blaOXA-345_1_KF048918,beta-lactam,0.396,630,1590,54459754
blaOXA-346_1_KF048919,beta-lactam,0.323,514,1590,54459754
blaOXA-374_1_KF986255,beta-lactam,0.304,483,1590,54459754
blaOXA-375_1_KF986256,beta-lactam,0.362,575,1590,54459754
blaOXA-376_1_KF986257,beta-lactam,0.304,483,1590,54459754
blaOXA-377_1_KF986258,beta-lactam,0.35,556,1590,54459754
blaOXA-381_1_KJ135344,beta-lactam,0.352,559,1590,54459754
blaOXA-382_1_KJ135345,beta-lactam,0.348,554,1590,54459754
blaOXA-383_1_KF986262,beta-lactam,0.319,507,1590,54459754
blaOXA-385_1_KF986253,beta-lactam,0.323,513,1590,54459754
blaOXA-390_1_KJ135342,beta-lactam,0.305,485,1590,54459754
blaOXA-391_1_KJ427797,beta-lactam,0.319,507,1590,54459754
blaOXA-400_1_KJ780078,beta-lactam,0.354,563,1590,54459754
blaOXA-401_1_KJ780076,beta-lactam,0.303,482,1590,54459754
